customer_name,grant_name,eligibility_code,is_eligible,reason
Angel Island-Tiburon Ferry Company,5339,e0003,false,Customer does not have service to non-urbanized area
Angel Island-Tiburon Ferry Company,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Angel Island-Tiburon Ferry Company,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Angel Island-Tiburon Ferry Company,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Angel Island-Tiburon Ferry Company,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Angel View Inc.,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Angel View Inc.,5310,e0003,false,Customer does not have service to non-urbanized area
Angel View Inc.,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Angel View Inc.,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Angel View Inc.,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Angel View Inc.,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Angel View Inc.,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Angel View Inc.,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Angel View Inc.,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Angel View Inc.,5339,e0001,false,
Angel View Inc.,5339,e0003,false,Customer does not have service to non-urbanized area
Angel View Inc.,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Angel View Inc.,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Angel View Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Angel View Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Antelope Valley Transit Authority,5310,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, local government, mpo, private non-profit"
Antelope Valley Transit Authority,5310,e0003,false,Customer does not have service to non-urbanized area
Antelope Valley Transit Authority,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Antelope Valley Transit Authority,5311 (f) Intercity,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Antelope Valley Transit Authority,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Antelope Valley Transit Authority,5311 CMAQ,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Antelope Valley Transit Authority,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Antelope Valley Transit Authority,5311 Rural,e0001,true,"Customer org type is Independent Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Antelope Valley Transit Authority,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Antelope Valley Transit Authority,5339,e0001,false,
Antelope Valley Transit Authority,5339,e0003,false,Customer does not have service to non-urbanized area
Antelope Valley Transit Authority,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Antelope Valley Transit Authority,SB 1 State of Good Repair,e0001,true,Customer org type is Independent Agency and grant eligible types are transit agency
Antelope Valley Transit Authority,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Antelope Valley Transit Authority,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Independent Agency and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Apple,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Apple,5310,e0003,true,Customer has service to non-urbanized area
Apple,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Apple,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Apple,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Apple,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Apple,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Apple,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Apple,5311 Rural,e0003,true,Customer has service to non-urbanized area
Apple,5339,e0001,false,
Apple,5339,e0003,true,Customer has service to non-urbanized area
Apple,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Apple,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Apple,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Apple,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Area 1 Agency on Aging,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Area 1 Agency on Aging,5310,e0003,false,Customer does not have service to non-urbanized area
Area 1 Agency on Aging,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Area 1 Agency on Aging,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Area 1 Agency on Aging,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Area 1 Agency on Aging,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Area 1 Agency on Aging,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Area 1 Agency on Aging,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Area 1 Agency on Aging,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Area 1 Agency on Aging,5339,e0001,false,
Area 1 Agency on Aging,5339,e0003,false,Customer does not have service to non-urbanized area
Area 1 Agency on Aging,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Area 1 Agency on Aging,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Area 1 Agency on Aging,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Area 1 Agency on Aging,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Asian Community Center of Sacramento Valley,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Asian Community Center of Sacramento Valley,5310,e0003,true,Customer has service to non-urbanized area
Asian Community Center of Sacramento Valley,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Asian Community Center of Sacramento Valley,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Asian Community Center of Sacramento Valley,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Asian Community Center of Sacramento Valley,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Asian Community Center of Sacramento Valley,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Asian Community Center of Sacramento Valley,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Asian Community Center of Sacramento Valley,5311 Rural,e0003,true,Customer has service to non-urbanized area
Asian Community Center of Sacramento Valley,5339,e0001,false,
Asian Community Center of Sacramento Valley,5339,e0003,true,Customer has service to non-urbanized area
Asian Community Center of Sacramento Valley,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Asian Community Center of Sacramento Valley,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Asian Community Center of Sacramento Valley,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Asian Community Center of Sacramento Valley,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Association of Monterey Bay Area Governments,5310,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, local government, mpo, private non-profit"
Association of Monterey Bay Area Governments,5310,e0003,false,Customer does not have service to non-urbanized area
Association of Monterey Bay Area Governments,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Association of Monterey Bay Area Governments,5311 (f) Intercity,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Association of Monterey Bay Area Governments,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Association of Monterey Bay Area Governments,5311 CMAQ,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Association of Monterey Bay Area Governments,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Association of Monterey Bay Area Governments,5311 Rural,e0001,true,"Customer org type is Joint Powers Agency and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Association of Monterey Bay Area Governments,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Association of Monterey Bay Area Governments,5339,e0001,false,
Association of Monterey Bay Area Governments,5339,e0003,false,Customer does not have service to non-urbanized area
Association of Monterey Bay Area Governments,SB 1 State of Good Repair,e0001,true,Customer org type is Joint Powers Agency and grant eligible types are transit agency
Association of Monterey Bay Area Governments,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Association of Monterey Bay Area Governments,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Association of Monterey Bay Area Governments,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Joint Powers Agency and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Automated Business Solutions,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Automated Business Solutions,5310,e0003,false,Customer does not have service to non-urbanized area
Automated Business Solutions,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Automated Business Solutions,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Automated Business Solutions,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Automated Business Solutions,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Automated Business Solutions,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Automated Business Solutions,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Automated Business Solutions,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Automated Business Solutions,5339,e0001,false,
Automated Business Solutions,5339,e0003,false,Customer does not have service to non-urbanized area
Automated Business Solutions,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Automated Business Solutions,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Automated Business Solutions,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Automated Business Solutions,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Avail Technologies Inc.,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Avail Technologies Inc.,5310,e0003,false,Customer does not have service to non-urbanized area
Avail Technologies Inc.,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Avail Technologies Inc.,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Avail Technologies Inc.,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Avail Technologies Inc.,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Avail Technologies Inc.,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Avail Technologies Inc.,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Avail Technologies Inc.,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Avail Technologies Inc.,5339,e0001,false,
Avail Technologies Inc.,5339,e0003,false,Customer does not have service to non-urbanized area
Avail Technologies Inc.,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Avail Technologies Inc.,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Avail Technologies Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Avail Technologies Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Avenidas,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Avenidas,5310,e0003,true,Customer has service to non-urbanized area
Avenidas,5311 (f) Intercity,e0004,false,Customer does not have service connecting urban areas
Avenidas,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Avenidas,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Avenidas,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Avenidas,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Avenidas,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Avenidas,5311 Rural,e0003,true,Customer has service to non-urbanized area
Avenidas,5339,e0001,false,
Avenidas,5339,e0003,true,Customer has service to non-urbanized area
Avenidas,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Avenidas,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Avenidas,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Avenidas,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Bakersfield ARC,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Bakersfield ARC,5310,e0003,true,Customer has service to non-urbanized area
Bakersfield ARC,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Bakersfield ARC,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Bakersfield ARC,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Bakersfield ARC,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Bakersfield ARC,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Bakersfield ARC,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Bakersfield ARC,5311 Rural,e0003,true,Customer has service to non-urbanized area
Bakersfield ARC,5339,e0001,false,
Bakersfield ARC,5339,e0003,true,Customer has service to non-urbanized area
Bakersfield ARC,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Bakersfield ARC,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Bakersfield ARC,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Bakersfield ARC,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Bakersfield Airport Valet Express,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Bakersfield Airport Valet Express,5310,e0003,true,Customer has service to non-urbanized area
Bakersfield Airport Valet Express,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Bakersfield Airport Valet Express,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Bakersfield Airport Valet Express,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Bakersfield Airport Valet Express,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Bakersfield Airport Valet Express,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Bakersfield Airport Valet Express,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Bakersfield Airport Valet Express,5311 Rural,e0003,true,Customer has service to non-urbanized area
Bakersfield Airport Valet Express,5339,e0001,false,
Bakersfield Airport Valet Express,5339,e0003,true,Customer has service to non-urbanized area
Bakersfield Airport Valet Express,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Bakersfield Airport Valet Express,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Bakersfield Airport Valet Express,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Bakersfield Airport Valet Express,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Balboa Island Ferry,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Balboa Island Ferry,5310,e0003,true,Customer has service to non-urbanized area
Balboa Island Ferry,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Balboa Island Ferry,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Balboa Island Ferry,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Balboa Island Ferry,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Balboa Island Ferry,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Balboa Island Ferry,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Balboa Island Ferry,5311 Rural,e0003,true,Customer has service to non-urbanized area
Balboa Island Ferry,5339,e0001,false,
Balboa Island Ferry,5339,e0003,true,Customer has service to non-urbanized area
Balboa Island Ferry,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Balboa Island Ferry,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Balboa Island Ferry,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Balboa Island Ferry,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Banning Pass Transit,5310,e0001,false,"Customer org type is City/Town and grant eligible types are transit agency, local government, mpo, private non-profit"
Banning Pass Transit,5310,e0003,false,Customer does not have service to non-urbanized area
Banning Pass Transit,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Banning Pass Transit,5311 (f) Intercity,e0001,false,"Customer org type is City/Town and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Banning Pass Transit,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Banning Pass Transit,5311 CMAQ,e0001,false,"Customer org type is City/Town and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Banning Pass Transit,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Banning Pass Transit,5311 Rural,e0001,false,"Customer org type is City/Town and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Banning Pass Transit,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Banning Pass Transit,5339,e0001,false,
Banning Pass Transit,5339,e0003,false,Customer does not have service to non-urbanized area
Banning Pass Transit,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Banning Pass Transit,SB 1 State of Good Repair,e0001,false,Customer org type is City/Town and grant eligible types are transit agency
Banning Pass Transit,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Banning Pass Transit,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,true,"Customer org type is City/Town and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Bay Area Outreach & Recreation Program,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Bay Area Outreach & Recreation Program,5310,e0003,false,Customer does not have service to non-urbanized area
Bay Area Outreach & Recreation Program,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Bay Area Outreach & Recreation Program,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Bay Area Outreach & Recreation Program,5311 CMAQ,e0005,false,Customer does not have service in air quality non-attainment area
Bay Area Outreach & Recreation Program,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Bay Area Outreach & Recreation Program,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Bay Area Outreach & Recreation Program,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Bay Area Outreach & Recreation Program,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Bay Area Outreach & Recreation Program,5339,e0001,false,
Bay Area Outreach & Recreation Program,5339,e0003,false,Customer does not have service to non-urbanized area
Bay Area Outreach & Recreation Program,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Bay Area Outreach & Recreation Program,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Bay Area Outreach & Recreation Program,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
Bay Area Outreach & Recreation Program,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Becoming Independent,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Becoming Independent,5310,e0003,false,Customer does not have service to non-urbanized area
Becoming Independent,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Becoming Independent,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Becoming Independent,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Becoming Independent,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Becoming Independent,5311 CMAQ,e0003,false,Customer does not have service to non-urbanized area
Becoming Independent,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Becoming Independent,5311 Rural,e0003,false,Customer does not have service to non-urbanized area
Becoming Independent,5339,e0001,false,
Becoming Independent,5339,e0003,false,Customer does not have service to non-urbanized area
Becoming Independent,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Becoming Independent,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Becoming Independent,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Becoming Independent,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Non-Profit Organization and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Bell Cab Inc.,5310,e0001,false,"Customer org type is Company and grant eligible types are transit agency, local government, mpo, private non-profit"
Bell Cab Inc.,5310,e0003,true,Customer has service to non-urbanized area
Bell Cab Inc.,5311 (f) Intercity,e0004,,Customer may or may not have service connecting urban areas
Bell Cab Inc.,5311 (f) Intercity,e0001,true,"Customer org type is Company and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Bell Cab Inc.,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Bell Cab Inc.,5311 CMAQ,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Bell Cab Inc.,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Bell Cab Inc.,5311 Rural,e0001,false,"Customer org type is Company and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Bell Cab Inc.,5311 Rural,e0003,true,Customer has service to non-urbanized area
Bell Cab Inc.,5339,e0001,false,
Bell Cab Inc.,5339,e0003,true,Customer has service to non-urbanized area
Bell Cab Inc.,SB 1 State of Good Repair,e0006,false,Customer is not eligible for state transit assistance
Bell Cab Inc.,SB 1 State of Good Repair,e0001,false,Customer org type is Company and grant eligible types are transit agency
Bell Cab Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,true,Customer has service along trade and/or freight corridors
Bell Cab Inc.,Trade Corridor Enhancement Program TCEP - Rail Freight,e0001,false,"Customer org type is Company and grant eligible types are city, county, mpo, port authority, public construction authority, private entity sponsored by a public agency"
Berkeley Gateway Transportation Management Association,5310,e0003,true,Customer has service to non-urbanized area
Berkeley Gateway Transportation Management Association,5310,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, mpo, private non-profit"
Berkeley Gateway Transportation Management Association,5311 (f) Intercity,e0004,true,Customer has service connecting urban areas
Berkeley Gateway Transportation Management Association,5311 (f) Intercity,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, local government, private non-profit, private for-profit, indian tribal government"
Berkeley Gateway Transportation Management Association,5311 CMAQ,e0005,true,Customer has service in air quality non-attainment area
Berkeley Gateway Transportation Management Association,5311 CMAQ,e0003,true,Customer has service to non-urbanized area
Berkeley Gateway Transportation Management Association,5311 CMAQ,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Berkeley Gateway Transportation Management Association,5311 Rural,e0003,true,Customer has service to non-urbanized area
Berkeley Gateway Transportation Management Association,5311 Rural,e0001,true,"Customer org type is Non-Profit Organization and grant eligible types are transit agency, indian tribal government, local government, mpo, private non-profit"
Berkeley Gateway Transportation Management Association,5339,e0003,true,Customer has service to non-urbanized area
Berkeley Gateway Transportation Management Association,5339,e0001,false,
Berkeley Gateway Transportation Management Association,SB 1 State of Good Repair,e0006,true,Customer is eligible for state transit assistance
Berkeley Gateway Transportation Management Association,SB 1 State of Good Repair,e0001,false,Customer org type is Non-Profit Organization and grant eligible types are transit agency
Berkeley Gateway Transportation Management Association,Trade Corridor Enhancement Program TCEP - Rail Freight,e0007,false,Customer does not have service along trade and/or freight corridors
